INT	INT	FLOAT	FLOAT
156	102	150.7408	73.8734
157	102	151.8696	71.3355
158	102	157.6749	98.3103
159	102	170.7499	93.7298
160	102	172.4619	76.6153
161	103	212.8216	112.9801
162	103	281.2555	56.5008
163	103	278.0894	38.42
164	103	252.977	43.062
165	103	224.2949	46.3263
166	103	237.9483	124.9251
167	103	259.9841	135.23
168	103	284.5687	247.7486
169	103	269.25	218.141
170	103	267.8081	258.8277
171	103	212.8254	248.9677
172	103	150.8698	260.1028
173	103	149.5366	272.4067
174	103	125.9699	269.0405
175	103	129.8749	243.9995
176	103	125.5948	213.7845
177	103	85.0854	52.0276
178	103	138.2965	182.5083
179	103	124.3968	212.4718
180	103	133.7656	225.3872
181	105	124.9715	272.8405
182	105	150.8406	278.4982
183	105	151.7292	262.5163
184	105	132.8603	247.7418
185	105	133.4406	229.8271
186	105	128.0402	217.1259
187	105	113.1135	232.9117
188	105	139.479	185.1544
189	105	245.8721	226.0123
190	105	268.8659	223.6982
191	105	218.0297	172.6225
192	105	215.2063	154.9785
193	105	238.8341	130.877
194	105	214.9695	118.8955
195	105	265.854	109.6621
196	105	259.6724	141.2788
197	105	276.9089	74.3377
198	105	276.7537	39.1506
199	105	223.3857	50.5487
200	105	190.204	86.0674
201	201	89.4553	223.3055
202	201	91.3046	226.425
203	201	93.7614	231.186
204	202	78.7494	199.431
205	202	78.6294	190.2615
206	202	84.3132	180.3896
