INT	INT	FLOAT	FLOAT
104	118	234.5173	130.7167
105	118	149.3703	131.3391
106	118	140.3083	124.4712
107	118	114.4510	106.4674
108	118	84.1294	87.0430
109	118	98.3671	144.8576
110	118	47.3032	126.0436
111	118	50.1180	151.4516
112	118	38.4430	159.1991
113	118	40.2573	185.1584
114	118	54.6153	208.6444
115	118	73.1082	203.5975
116	119	107.5121	57.1115
117	119	90.0967	54.3367
118	119	64.9386	62.8633
119	119	42.7524	60.8865
120	119	38.6690	105.7837
121	119	52.2314	139.1768
122	119	41.9730	159.6196
123	119	48.9332	176.6487
124	119	80.4853	190.9646
125	119	97.6497	205.6793
126	119	76.1446	220.2948
127	119	70.8107	275.0104
128	119	114.4022	267.1975
129	119	148.5076	272.0831
130	119	173.5715	246.5739
131	119	208.6771	238.9824
132	119	235.4440	242.9705
133	119	262.3173	224.5719
134	119	247.8539	205.7982
135	119	244.0089	170.1120
136	120	55.9165	47.3552
137	120	54.9444	70.7494
138	120	104.5920	58.7891
139	120	190.1299	63.3241
140	120	161.5562	64.6934
141	120	214.1924	57.2470
142	120	261.4771	76.2151
143	120	223.9757	134.4613
144	120	184.4772	136.2572
145	120	181.1939	161.4640
146	120	167.6593	168.3869
147	120	103.8576	122.2878
148	120	48.2748	118.6839
149	120	50.7120	161.0899
150	120	84.1851	185.6243
151	120	82.5463	213.9602
152	120	106.5660	186.8214
153	120	112.7189	211.0413
154	120	109.0124	213.6847
155	120	143.4383	219.7460
156	120	143.1143	220.8340
157	120	171.4056	230.6656
158	120	170.8281	231.8837
159	120	212.6097	253.8952
160	120	212.1960	255.4138
161	120	219.8831	257.5658
162	120	249.2557	198.7408
163	120	248.5974	200.0558
164	120	205.4314	261.7087
165	120	204.9285	262.7599
166	120	177.8810	264.2358
167	120	176.9397	266.0084
168	120	155.2490	259.0624
169	120	154.1684	260.5807
170	120	142.4175	242.5698
171	120	142.5201	243.8986
172	120	133.5903	239.0888
173	120	132.9601	240.4035
174	120	119.7513	259.1965
175	120	119.0753	261.3167
176	120	69.5163	263.5902
177	120	70.7371	264.1138
178	120	59.6759	250.6727
179	120	59.3333	251.3182
180	120	72.6861	212.6760
181	120	72.8928	213.8898
182	120	84.7583	181.7680
183	120	84.4997	183.1393
184	120	108.3756	180.6835
185	120	107.2057	182.6077
186	120	161.7162	156.8370
187	120	176.1082	143.6346
188	120	180.7897	154.6645
189	120	225.0098	136.1549
190	120	243.7496	132.2812
191	120	240.4326	131.0712
192	120	266.5818	119.3123
193	120	265.2905	124.1394
194	120	277.4978	93.8888
195	120	279.1108	92.7999
196	209	264.1707	173.8266
197	209	263.1045	100.7996
198	209	198.8905	97.9459
199	209	183.6457	112.8638
200	209	172.7011	113.0250
201	210	262.9959	172.0817
202	210	268.9575	181.0217
