INT	INT	FLOAT	FLOAT
191	120	97.1771	219.5385
192	120	105.2715	194.3005
193	120	84.2431	162.6962
194	120	81.6947	146.0793
195	120	87.0067	105.1544
196	120	88.8126	86.4233
197	120	123.3891	62.5969
198	120	126.2292	95.8354
199	120	172.0019	121.2028
200	120	187.9111	122.3721
201	120	191.6639	145.2184
202	208	163.5025	112.4085
203	208	120.0246	156.5062
204	208	153.5278	214.5318
205	209	123.1045	203.5982
206	209	115.4893	182.8595
