INT	INT	FLOAT	FLOAT
81	5	82.0518	241.3464
82	5	80.7212	242.9865
83	5	78.8108	244.3500
84	5	74.5416	247.2823
85	5	73.2506	248.5713
86	5	41.9021	262.9382
87	5	42.5901	265.9590
88	5	43.8605	274.9240
89	5	46.5577	277.0318
90	5	48.4073	277.4802
91	5	97.4816	271.2630
92	5	97.2530	270.3644
93	5	103.5343	273.2199
94	5	102.2300	273.0501
95	5	106.6557	272.4782
96	5	103.5311	267.2608
97	5	105.1907	267.7553
98	5	122.1181	245.0803
99	5	124.7855	243.5563
100	5	122.5312	241.8961
101	109	221.0878	217.7643
102	109	190.8611	210.4460
103	109	232.2782	165.9897
104	109	202.4884	224.5307
105	109	176.2417	229.9867
106	109	173.6120	239.9155
107	109	144.8627	260.6903
108	109	141.4877	265.3103
109	109	138.3308	269.9938
110	109	144.6081	273.4024
111	109	147.1762	274.6085
112	109	152.4614	271.8993
113	109	89.6912	99.5241
114	109	85.9864	50.9897
115	109	91.4817	61.3191
116	109	120.0348	62.5128
117	109	135.7391	44.3423
118	109	131.3381	44.1339
119	109	216.6396	81.3792
120	109	216.7787	57.7592
121	110	215.5855	218.3938
122	110	223.6557	204.2115
123	110	59.0375	274.0373
124	110	43.9800	248.2743
125	110	64.4179	152.7484
126	110	82.9186	157.2953
127	110	95.5964	147.0095
128	110	82.8071	124.3897
129	110	72.0367	106.6743
130	110	49.7382	105.9826
131	110	100.9271	66.9316
132	110	170.6472	45.5148
133	110	188.2068	47.3242
134	110	223.7705	70.7834
135	110	273.1126	102.8741
136	110	268.5486	141.0708
137	110	265.4098	171.5007
138	110	247.9588	194.3752
139	110	249.5407	204.6228
140	110	266.8814	234.5654
141	111	62.8500	273.0180
142	111	64.9630	272.8134
143	111	65.8495	272.9718
144	111	60.1862	273.8081
145	111	82.0961	257.3305
146	111	83.5871	260.7113
147	111	85.3822	261.9344
148	111	82.6624	262.6599
149	111	81.2580	255.4289
150	111	84.1264	254.5029
151	111	98.2580	272.1116
152	111	100.8763	261.5758
153	111	98.6387	260.9355
154	111	97.9062	252.9188
155	111	99.4394	248.7191
156	111	102.6784	249.7671
157	111	101.8727	248.6962
158	111	102.6477	248.7381
159	111	103.9695	249.5979
160	111	116.8051	235.3912
161	111	117.7772	236.2521
162	111	119.9133	241.9148
163	111	119.0697	242.3573
164	111	118.9162	243.4269
165	111	119.1169	243.8616
166	111	128.4244	240.1921
167	111	128.9564	239.5594
168	111	153.6754	230.5273
169	111	152.8192	231.3352
170	111	150.8997	241.5739
171	111	149.9855	241.6101
172	111	167.5306	178.1355
173	111	192.1091	194.6938
174	111	184.9533	194.4920
175	111	186.2881	195.1109
176	111	174.1043	202.6879
177	111	172.7245	203.7821
178	111	176.8168	245.0833
179	111	177.9290	243.4562
180	111	176.7435	241.6371
181	111	173.2284	241.2738
182	111	163.9781	269.6746
183	111	166.2522	268.3299
184	111	168.5517	268.2224
185	111	170.9939	266.3468
186	111	189.2025	279.4299
187	111	238.8136	256.5393
188	111	239.5114	255.8931
189	111	240.4423	255.7719
190	111	240.9232	257.2368
191	111	239.7757	257.8626
192	111	239.8698	249.3686
193	111	240.8688	249.0288
194	111	240.9605	247.5667
195	111	239.5267	247.2033
196	111	246.9021	243.0044
197	111	248.9182	232.2128
198	111	221.7579	218.8522
199	111	220.2169	211.2537
200	111	221.8134	209.7657
201	205	88.6317	88.4073
202	205	170.3180	208.9549
