INT	INT	FLOAT	FLOAT
96	12	178.7763	53.7854
97	12	191.5262	52.9268
98	12	232.1521	155.5666
99	12	222.1984	171.5315
100	12	226.8067	172.4587
101	124	280.6461	240.7068
102	124	284.9651	245.0696
103	124	288.3916	253.0868
104	124	254.4424	282.7040
105	124	250.5936	253.1876
106	124	261.8150	238.7582
107	124	247.6175	229.8179
108	124	243.4967	213.9446
109	124	251.6009	206.4026
110	124	248.6666	191.3207
111	124	198.2202	172.6865
112	124	199.2273	169.6367
113	124	190.8970	171.9906
114	124	188.7323	163.0099
115	124	169.9599	241.4363
116	124	155.8087	261.4523
117	124	146.5580	255.7184
118	124	134.2510	246.1953
119	124	133.9381	247.8817
120	124	137.1267	248.2006
121	124	138.9766	258.0762
122	124	132.7588	259.1880
123	124	124.2871	261.8771
124	124	118.7931	264.4021
125	124	105.8325	250.4370
126	124	101.5285	265.0104
127	124	79.6644	274.5193
128	124	66.2795	263.6232
129	124	75.5137	255.1187
130	124	36.9872	263.2327
131	124	36.2118	235.4445
132	124	42.5340	198.9502
133	124	55.0451	193.6002
134	124	50.2649	180.1030
135	124	88.9654	196.9989
136	124	99.1690	208.5547
137	124	59.2389	98.6047
138	124	77.8208	100.6698
139	124	93.5121	45.1840
140	124	139.9708	56.5165
141	124	100.4561	76.7714
142	124	97.4392	68.0339
143	124	115.6972	67.7822
144	124	233.1240	77.6804
145	124	215.8107	84.5234
146	124	232.4236	93.8268
147	124	239.4550	54.2765
148	124	281.8906	70.6210
149	124	284.8322	100.6503
150	124	256.7960	107.8974
151	124	241.5502	150.2432
152	124	248.3370	191.8910
153	124	251.6854	205.5981
154	124	247.2985	209.0903
155	124	247.4929	230.0882
156	124	277.3030	287.8396
157	124	161.5414	222.2060
158	124	157.4796	224.2768
159	124	117.1461	182.0479
160	124	99.8519	208.7261
161	125	72.2003	195.7373
162	125	42.5292	198.8414
163	125	43.8712	231.2813
164	125	64.1043	138.5770
165	125	78.4943	100.8922
166	125	97.5531	67.5613
167	125	66.2708	44.0244
168	125	94.6882	44.1705
169	125	127.0957	42.3317
170	125	139.6480	56.1176
171	125	187.7413	53.6980
172	125	160.7794	60.1942
173	125	238.2305	54.0578
174	125	231.5766	77.9083
175	125	206.0160	100.5181
176	125	194.0378	125.9602
177	125	153.4577	132.3087
178	125	120.7023	147.1300
179	125	108.4860	159.0619
180	125	117.7270	181.1990
181	126	105.5204	196.6000
182	126	95.6609	211.4738
183	126	58.5894	207.4557
184	126	51.3462	178.3905
185	126	63.0204	137.3717
186	126	118.1145	99.1750
187	126	115.9077	68.6035
188	126	159.8682	35.8216
189	126	223.2220	61.6219
190	126	106.9980	84.6326
191	126	106.0432	62.0191
192	126	38.0901	84.7517
193	126	48.9498	83.0713
194	126	37.7208	155.9125
195	126	41.7627	178.6727
196	126	62.2017	200.7575
197	126	76.6955	229.1729
198	126	54.8474	260.3492
199	126	122.7072	274.3545
200	126	191.3461	268.6750
201	211	43.0375	129.6952
202	212	41.1147	126.0954
