INT	INT	FLOAT	FLOAT
150	108	281.0959	229.7430
151	108	284.7592	283.3630
152	108	269.1770	271.7206
153	108	246.3692	272.9084
154	108	257.4816	282.8642
155	108	209.3326	277.7440
156	108	195.3700	263.9761
157	108	165.6855	281.2980
158	108	155.8991	279.6238
159	108	147.2778	275.8575
160	108	142.6671	263.9962
161	108	167.0695	252.8578
162	108	180.9769	267.5594
163	108	173.6402	247.9724
164	108	177.1954	252.4294
165	108	156.4081	236.8097
166	108	149.9155	233.2669
167	108	140.2274	231.7635
168	108	132.1781	215.2587
169	108	113.7703	223.5987
170	108	86.5100	243.5110
171	108	83.5999	250.9940
172	108	60.7680	252.3794
173	108	60.5363	241.1614
174	108	48.3918	246.0855
175	108	36.4181	271.1962
176	108	30.4441	266.0414
177	108	72.7730	201.1597
178	108	81.3123	199.6974
179	108	94.5009	205.3089
180	108	40.2672	189.4062
181	108	54.1218	162.2870
182	108	62.7225	169.5152
183	108	75.9424	183.3749
184	108	97.4043	128.6997
185	108	84.0938	125.3311
186	108	96.6665	157.3198
187	108	111.0050	135.9399
188	108	119.9946	148.9587
189	108	115.3512	46.9859
190	108	141.1046	42.2319
191	108	119.1911	99.2902
192	108	123.5309	110.3290
193	108	149.5422	106.1038
194	108	159.0668	134.2370
195	108	138.8786	162.5312
196	108	161.5740	156.3735
197	108	206.3099	87.2833
198	108	230.1567	110.8253
199	108	260.0497	114.2705
200	108	188.9797	58.5763
201	203	173.3121	174.3473
202	203	179.1760	171.0649
203	204	205.7208	158.8104
204	204	208.3666	143.9564
205	204	157.9746	186.0520
206	204	147.2463	194.1656
