INT	INT	FLOAT	FLOAT
125	104	144.4425	50.0761
126	104	135.9284	72.9311
127	104	117.7069	88.9283
128	104	94.9260	121.9334
129	104	71.7664	126.0386
130	104	58.2490	163.0152
131	104	58.8155	179.8394
132	104	91.4705	213.5324
133	104	73.2139	271.1284
134	104	101.9325	262.2406
135	104	147.2726	271.5619
136	104	175.6850	264.5033
137	104	204.7536	251.1973
138	104	236.7285	239.8717
139	104	258.1692	221.0740
140	104	264.3474	200.5786
141	105	53.8688	58.1039
142	105	45.6614	115.4883
143	105	64.2217	137.3011
144	105	54.5381	163.9527
145	105	89.4621	141.2832
146	105	96.3171	169.8926
147	105	57.7410	212.8478
148	105	34.9492	251.3479
149	105	69.4822	274.6103
150	105	87.9476	230.4344
151	105	117.9339	222.6694
152	105	107.9322	267.3939
153	105	165.2227	238.1155
154	105	161.1472	213.4985
155	105	190.2942	214.3255
156	105	229.2309	235.3238
157	105	193.9659	251.6339
158	105	230.4630	224.6726
159	105	211.1863	197.9170
160	105	255.3887	211.7791
161	105	246.0033	182.1756
162	105	219.8319	155.8486
163	105	185.3553	133.2736
164	105	258.9170	107.7466
165	105	265.6362	87.2880
166	105	243.7923	83.0152
167	105	276.6990	66.4271
168	105	256.3852	57.4430
169	105	243.6302	50.4281
170	105	215.7648	66.1492
171	105	193.6411	64.7409
172	105	193.5677	49.3073
173	105	155.3376	48.5839
174	105	143.9359	42.9827
175	105	146.5827	68.8051
176	105	120.5156	56.8862
177	105	101.3310	55.1643
178	105	93.9145	66.1119
179	105	142.4325	87.6803
180	105	148.9304	151.8245
181	105	182.6024	154.8718
182	105	168.9803	157.3773
183	105	150.4814	164.5661
184	105	154.6949	189.9855
185	105	185.3845	188.6034
186	105	167.5800	213.7318
187	105	93.0012	157.3902
188	105	101.1551	183.4925
189	105	260.7335	165.1872
190	105	243.8856	166.6411
191	105	224.6720	153.6815
192	105	205.7242	154.1643
193	105	122.7254	271.5363
194	105	114.9188	280.8629
195	105	105.6548	275.8694
196	105	145.0380	276.2273
197	105	109.8535	246.4319
198	105	160.2286	40.0634
199	105	181.3263	72.9632
200	105	166.9367	63.8346
201	202	256.2923	198.4436
202	202	247.5676	185.7751
