INT	INT	FLOAT	FLOAT
129	101	146.6207	177.0526
130	101	134.2498	189.0159
131	101	45.3174	218.6304
132	101	45.6408	236.7117
133	101	45.9657	246.7575
134	101	45.5851	262.8247
135	101	47.0826	277.1122
136	101	57.8606	277.2473
137	101	72.6654	274.5673
138	101	79.4093	268.1036
139	101	98.024	241.4668
140	101	137.2458	275.9986
141	101	138.696	262.5226
142	101	148.3043	271.9665
143	101	154.9499	260.0765
144	101	160.8103	269.2011
145	101	119.809	217.3943
146	101	114.4462	202.9712
147	101	114.0088	192.9448
148	101	86.9732	154.2742
149	101	88.9703	135.0535
150	101	98.7824	127.5754
151	101	97.3035	118.8682
152	101	69.2401	112.6119
153	101	55.4488	93.2659
154	101	86.6161	47.3764
155	101	95.1332	70.4703
156	101	118.6499	85.2108
157	101	142.5879	87.0989
158	101	153.4941	81.6801
159	101	133.2592	126.1178
160	101	127.2214	110.866
161	101	144.9332	115.1447
162	101	151.1764	104.9867
163	101	165.1979	120.6435
164	102	43.6508	148.7356
165	102	72.3341	151.0664
166	102	91.143	170.8732
167	102	55.7119	200.553
168	102	53.948	240.9478
169	102	65.0125	274.927
170	102	79.4105	270.0737
171	102	129.3801	251.0687
172	102	140.8972	269.6092
173	102	158.4357	269.6572
174	102	126.2612	214.0194
175	102	159.9082	175.1936
176	102	235.3008	254.4425
177	102	229.642	247.1391
178	102	231.7061	223.6172
179	102	218.989	140.1607
180	102	241.6729	57.1317
181	102	230.0439	64.2637
182	102	217.02	63.8499
183	105	192.6444	130.876
184	105	184.329	121.5339
185	105	166.0385	97.9926
186	105	161.8629	120.5812
187	105	134.5471	115.4549
188	105	122.3012	87.7344
189	105	94.3038	53.5104
190	105	53.7234	82.7103
191	105	43.3744	136.2091
192	105	50.8019	182.6078
193	105	65.7854	201.8993
194	105	74.2993	217.2843
195	105	89.008	226.3584
196	105	122.041	221.6245
197	105	117.9495	204.097
198	105	137.3515	205.2075
199	105	137.4428	188.6454
200	105	158.8919	177.502
201	105	197.4652	183.7478
202	105	227.0299	253.4151
203	201	178.5938	213.7754
204	201	172.5139	233.2307
