INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING
10401016	1	4	1	16	0	39	1	-1	-1	噬魂枪	40	枪长三尺九寸，枪头为精钢所铸，分三叉，带回钩。	1080	70	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	Spear3_12	武器
10401021	1	4	1	21	0	23	1	-1	-1	催风棍	50	通体乌黑，柔软发带，顶端尖锐似剑，主体浑圆似棍，看去似鞭非鞭，似剑非剑。	1355	80	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	40	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	Spear2_7	武器
10401026	1	4	1	26	0	108	2	-1	-1	绿玉杖	60	丐帮的镇帮之宝，比单剑约长一尺，为天山绿玉所制，寒气逼人，坚固绝伦。	2195	80	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	57	-1	57	-1	-1	-1	-1	-1	-1	-1	-1	-1	Broadsword3_16	武器
10401031	1	4	1	31	0	55	2	-1	-1	狼神战戟	70	戟身绘有狼图腾，据说铸戟青铁正中有赤红血痕，是噬主之相。	3525	90	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	78	-1	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	Spear4_7	武器
10401036	1	4	1	36	0	54	2	-1	-1	七星神杵	80	传为苗疆进贡之物，杵身近手处饰有北斗七星文，玄妙无比。	5460	90	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	-1	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	Spear4_6	武器
10401041	1	4	1	41	0	51	2	-1	-1	上玄	90	周身血红，戟头的月牙刃为千年红珊瑚所造，如红莲圣火，熊熊不息。	8130	100	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	Spear4_3	武器
10401046	1	4	1	46	0	52	2	-1	-1	月破	100	两端为万年玄铁所铸，中间为千年寒玉打造，日光下隐约透出山河图，天下人争夺之神兵。	11670	100	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	150	-1	150	-1	-1	-1	-1	-1	-1	-1	-1	-1	Spear4_4	武器
10402001	1	4	2	1	0	155	1	-1	-1	太康剑	10	夏王太康命人用精铜所铸，剑身三尺二寸，取意天下太平安康之意。	620	60	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword3_3	武器
10402006	1	4	2	6	0	140	1	-1	-1	灵宝剑	20	一剑削十大钉，皆截，剑无纤迹，用力屈之如钩，纵之铿锵有声，复直如弦。	725	60	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword2_4	武器
10402011	1	4	2	11	0	151	1	-1	-1	昆吾剑	30	周穆王时西戎献，链钢，长欠有咫，用之切玉如泥。	880	70	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword2_14	武器
10402016	1	4	2	16	0	156	1	-1	-1	青冥剑	40	剑身隐泛青光，削铁如泥的宝剑，剑刃上有奇异的花紋，目视则心生寒意。	1080	70	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword3_5	武器
10402021	1	4	2	21	0	177	1	-1	-1	梁神剑	50	据传为陶弘景造，金银铜锡铁五色合为之，锋刃薄利，寒光流转。	1355	80	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	40	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword4_5	武器
10402026	1	4	2	26	0	176	2	-1	-1	如风	60	锋光幽蓝，精悍，剑快如风，杀人于不备。	2195	80	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	57	-1	57	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword4_4	武器
10402031	1	4	2	31	0	179	2	-1	-1	青虹	70	与倚天剑齐名的神兵，削铁如泥，锋利无比，剑柄上有金嵌的“青虹”二字。	3525	90	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	78	-1	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword4_11	武器
10402036	1	4	2	36	0	173	2	-1	-1	纯钧	80	春秋时期铸剑大师欧冶子所铸，光华如芙蓉始出，剑锋断岩如发，乃天下尊贵无双之剑。	5460	90	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	-1	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword4_7	武器
10402041	1	4	2	41	0	172	2	-1	-1	湛泸宝剑	90	这把通体黑色、浑然无迹的长剑让人感到的不是它的锋利，而是它的宽厚和慈祥，乃天下之仁道第一剑。	8130	100	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword4_6	武器
10402046	1	4	2	46	0	171	2	-1	-1	神剑琅琊	100	传说天下第一铸造师得赤堇山之锡，若耶溪之铜，经雨洒雷击，得天地精华所成，得之得天下。	11670	100	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	150	-1	150	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword4_3	武器
10403001	1	4	3	1	0	327	1	-1	-1	十字短剑	10	两剑长两尺四寸有余，通体为铁制，剑身有脊，呈棱形。	620	60	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands2_14	武器
10403006	1	4	3	6	0	301	1	-1	-1	梅花双剑	20	精铜所制，形似梅枝，剑身小篆刻有“梅花”两字，双剑归同一剑鞘。	725	60	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands1_1	武器
10403011	1	4	3	11	0	337	1	-1	-1	逸龙双剑	30	剑身有龙形图案，无剑穗，剑柄相吸，双剑舞动银光四射，如蛟龙出水。	880	70	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands3_5	武器
10403016	1	4	3	16	0	344	1	-1	-1	钺牙戟	40	长二尺，握手处两端由铁杆向上连出，上有一月牙形护手刃，两角外翘，尖而锋利，此戟双手各执其一。	1080	70	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands3_12	武器
10403021	1	4	3	21	0	312	1	-1	-1	子午剑	50	为半圆环形，如月牙状，其一月牙尖向外，另一中部有一突出枪刺状枪头，剑把为扁平形。四面有刃，甚是锋利。	1355	80	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	40	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands1_12	武器
10403026	1	4	3	26	0	314	2	-1	-1	巨阙双剑	60	剑脊高耸，剑身寒光逼人，光亮如镜，坚韧锋利，斩铁如泥。	2195	80	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	57	-1	57	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands1_14	武器
10403031	1	4	3	31	0	334	2	-1	-1	紫电青霜	70	上古名剑，紫电剑凌空倒泻，星雨陨空；青霜剑贴地如流，狂涛怒卷，双剑合并，天下无敌。	3525	90	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	78	-1	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands4_1	武器
10403036	1	4	3	36	0	358	2	-1	-1	干将莫邪	80	春秋时代传下的神兵利器。绝世好剑，干将莫邪，韬光养晦，不见光彩。	5460	90	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	-1	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands4_10	武器
10403041	1	4	3	41	0	351	2	-1	-1	星月	90	白金精炼而成，锋利无比，屈伸如意，剑光青凛若月光，相间刻有一颗星形花纹。	8130	100	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands4_3	武器
10403046	1	4	3	46	0	354	2	-1	-1	璇玑	100	千秋凤凰山山破而出矿，万世青龙河水干而出铜，造就此绝世双剑，傲视人间。	11670	100	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	150	-1	150	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands4_8	武器
10404001	1	4	4	1	0	252	1	-1	-1	折扇	10	普通纸扇，易碎，入门装备。	620	60	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan1_13	武器
10404006	1	4	4	6	0	275	1	-1	-1	芭蕉扇	20	用棕榈叶制成，不宜损坏，但怕火。	725	60	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan3_3	武器
10404011	1	4	4	11	0	256	1	-1	-1	紫竹扇	30	绢丝为扇面，紫竹做扇骨，韧性十足，可反弹外力。	880	70	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan1_16	武器
10404016	1	4	4	16	0	264	1	-1	-1	玉钢扇	40	当年玉扇公子所留，据说为精钢所制，既可取人性命，又可阻挡利器。	1080	70	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan2_8	武器
