INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING
10100009	1	1	0	9	0	116	1	-1	-1	魔刀破风	90	刀身隐泛青光，削铁如泥，刀刃上有奇异的花紋，目视则心生寒意，可破风而去，长驱直入 。	8130	100	10	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	Broadsword4_6	武器
10100010	1	1	0	10	0	119	1	-1	-1	泣月神刀	100	华山真人所铸，千年玄铁万年寒冰，集月之灵气，遇月则威力渐强，直至摧月而生。	11670	100	10	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	150	-1	150	-1	-1	-1	-1	-1	-1	-1	-1	-1	Broadsword4_11	武器
10100021	1	1	0	10	0	113	1	-1	-1	任务临时占用	101	100级标准，大刀类。	2304	100	10	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	68	-1	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	Spear1_11	武器
10101000	1	1	1	0	0	11	1	-1	-1	红缨枪	1	新手武器，长枪类。	4	50	5	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	Spear1_11	武器
10101001	1	1	1	1	0	17	1	-1	-1	长刃矛	10	普通长矛，柄长，有刃，是一种直而尖形的刺杀兵器。	620	60	6	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	Spear1_11	武器
10101002	1	1	1	2	0	21	1	-1	-1	雁翎枪	20	枪头为炼铁所制，其式样与双钩镰枪相似。惟枪尖为扁平梭形状，形如雁翎。	725	60	6	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	Spear2_1	武器
10101003	1	1	1	3	0	26	1	-1	-1	丈八蛇矛	30	全用镔铁点钢打造，矛杆长一丈，矛尖长八寸，刃开双锋，作游蛇形状，故而名之。	880	70	7	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	Spear1_8	武器
10101004	1	1	1	4	0	3	1	-1	-1	方天画戟	40	乃战神吕布的神兵利器，戟杆一端装有金属枪尖，一侧有月牙形利刃通过两枚小枝与枪尖相连，可刺可砍。	1080	70	7	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	Spear1_3	武器
10101005	1	1	1	5	0	15	1	-1	-1	罗汉伏魔杵	50	相传为伏虎罗汉的兵器，内有四神兽之白虎的灵魂，斩草除根，降妖除魔。	1355	80	8	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	40	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	Spear3_8	武器
10101006	1	1	1	6	0	37	1	-1	-1	烈火战枪	60	通体血红色，枪头分三支，如燃烧的火焰，灵活轻便，所到之处，枪色与敌人的血色融为一体。	2195	80	8	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	57	-1	57	-1	-1	-1	-1	-1	-1	-1	-1	-1	Spear3_15	武器
10101007	1	1	1	7	0	53	1	-1	-1	夜叉神戟	70	八部王之一的夜叉王的兵器，长八尺，玄黑色，不知何物质所造，杀气腾腾。	3525	90	9	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	78	-1	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	Spear4_5	武器
10101008	1	1	1	8	0	59	1	-1	-1	修罗妖枪	80	八部王之一的修罗王的兵器，传闻一直藏于修罗王体内，枪头呈菱形，带回钩，无坚不摧。	5460	90	9	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	-1	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	Spear4_10	武器
10101009	1	1	1	9	0	56	1	-1	-1	冥星魔棒	90	天下第一铸造名家历八载所造，棒身刻有群星连环，深夜闪烁不已。	8130	100	10	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	Spear4_8	武器
10101010	1	1	1	10	0	57	1	-1	-1	乾坤神杵	100	上古时候传下的兵器，温润如玉，却坚硬无比，据说杵中藏有乾坤神功，但一直不为世人所参透。	11670	100	10	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	150	-1	150	-1	-1	-1	-1	-1	-1	-1	-1	-1	Spear4_9	武器
10102000	1	1	2	0	0	123	1	-1	-1	青铜剑	1	新手武器，单短类。	4	50	5	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword3_2	武器
10102001	1	1	2	1	0	151	1	-1	-1	短剑	10	普通铜铁所铸，行走江湖防身所用。	620	60	6	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword2_15	武器
10102002	1	1	2	2	0	138	1	-1	-1	青锋剑	20	此剑精钢淬就，锋刃锐利，剑身细长并泛冷冷青光。	725	60	6	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword2_2	武器
10102003	1	1	2	3	0	141	1	-1	-1	冰弦剑	30	剑身细窄，锋刃薄利，挥舞时劈风有声，音若冰瑟，故此得名。	880	70	7	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword2_5	武器
10102004	1	1	2	4	0	130	1	-1	-1	玄铁剑	40	玄铁所铸，剑身长约一丈，极为沉重，剑头钝圆，全剑无任何雕饰，其霸气深藏不露。	1080	70	7	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword1_10	武器
10102005	1	1	2	5	0	174	1	-1	-1	赤霄剑	50	饰有七彩珠、九华玉的寒光逼人、刃如霜雪的宝剑，剑身镌刻两个篆字：赤霄。	1355	80	8	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	40	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword4_8	武器
10102006	1	1	2	6	0	180	1	-1	-1	金翎剑	60	剑身如雁翎，后端较粗，前端较细，剑身中央镶有一玄铁翎，隱生寒光。	2195	80	8	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	57	-1	57	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword4_12	武器
10102007	1	1	2	7	0	161	1	-1	-1	斩蛟宝刀	70	相传此刀为晋朝虎牙周处杀死水中蛟龙后，龙身化铁，经名匠精作而成。	3525	90	9	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	78	-1	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword3_9	武器
10102008	1	1	2	8	0	175	1	-1	-1	惊鸿	80	剑长三尺六寸，阳光下观此剑，剑锋如一泓清水，手抖则剑身若莲花盛开，静止则仿佛有天龙神游其中。	5460	90	9	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	-1	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword4_9	武器
10102009	1	1	2	9	0	166	1	-1	-1	龙渊	90	此剑乃诚信高洁之剑。俯视剑身，如同登高山而下望深渊，飘渺深邃仿佛有巨龙盘卧。是名“龙渊”。	8130	100	10	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword3_14	武器
10102010	1	1	2	10	0	178	1	-1	-1	腾空无双	100	锋利绝伦，堪称无双。若四方有兵，此剑飞赴即至，指其方则克，未用时则卧于匣中，作龙虎啸吟。	11670	100	10	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	150	-1	150	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword4_10	武器
10103000	1	1	3	0	0	303	1	-1	-1	雌雄剑	1	新手武器，双短类。	4	50	5	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands1_9	武器
10103001	1	1	3	1	0	321	1	-1	-1	鸳鸯剑	10	同色双剑，精铁打造所成，伴身左右	620	60	6	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands2_8	武器
10103002	1	1	3	2	0	316	1	-1	-1	凤鸣剑	20	出鞘之声犹如凤鸣，故得此名。	725	60	6	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands2_3	武器
10103003	1	1	3	3	0	306	1	-1	-1	翡翠双剑	30	黄为翡，绿为翠，两把长剑剑刃寒光，一把泛黄，一把泛绿，恰似翡翠。	880	70	7	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands1_6	武器
10103004	1	1	3	4	0	334	1	-1	-1	子母剑	40	两把相连的剑，时而分开时而一体，攻击范围可大可小，相得益彰。	1080	70	7	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands3_2	武器
10103005	1	1	3	5	0	336	1	-1	-1	龙凤剑	50	雌雄双剑，剑身雕有古朴的龙凤花纹，同色流苏。两剑互有感应，龙剑出，凤剑随。	1355	80	8	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	40	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands3_4	武器
10103006	1	1	3	6	0	352	1	-1	-1	宣花双斧	60	双面开刃，颈长八寸，尾厚刃薄，柄长三尺，有大范围攻击特性，双斧可扫千军。	2195	80	8	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	57	-1	57	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands4_4	武器
10103007	1	1	3	7	0	350	1	-1	-1	蝶恋花	70	相传为女剑师费蜓伤心欲绝之时所铸，双剑舞动会有双蝶绕剑翩跹起舞。	3525	90	9	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	78	-1	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands4_2	武器
10103008	1	1	3	8	0	356	1	-1	-1	长河孤烟	80	长河落日，大漠孤烟，天圆地直，剑合无双。刀中藏著武林的大秘密， 得之者无敌於天下。	5460	90	9	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	-1	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands4_6	武器
